LOCATION_GID,LOCATION_XID,LOCATION_NAME,CITY,PROVINCE,PROVINCE_CODE,POSTAL_CODE,COUNTRY_CODE3_GID,ZONE1,ZONE2,ZONE3,TIME_ZONE_GID,LAT,LON
LFL/TMS/PHL.GSK1200043679,GSK1200043679,Supervalue Inc Marikina 2,MARIKINA,NCR,PH-RIZ,1800,PHL,LFRIZ01,PH-RIZ-1,MARIKINA,Asia/Manila,14.62624,121.08459
LFL/TMS/PHL.GSK1200043851,GSK1200043851,RUSTANS SUPERCNTRMARIKINA,MARIKINA,NCR,PH-RIZ,1800,PHL,LFRIZ01,PH-RIZ-1,MARIKINA,Asia/Manila,14.65045,121.11606
LFL/TMS/PHL.GSK1200043928,GSK1200043928,Puregold Price Club Marikina,MARIKINA,NCR,PH-RIZ,1800,PHL,LFRIZ01,PH-RIZ-1,MARIKINA,Asia/Manila,14.64595,121.11269
LFL/TMS/PHL.GSK1200043958,GSK1200043958,Sanford Mktg Corp Shoe Ave Marikina,MARIKINA,NCR,PH-RIZ,1800,PHL,LFRIZ01,PH-RIZ-1,MARIKINA,Asia/Manila,14.63709,121.09761
LFL/TMS/PHL.GSK1200043980,GSK1200043980,ROBINSONS SMKT GRACELAND MARIKINA,MARIKINA,NCR,PH-RIZ,1800,PHL,LFRIZ01,PH-RIZ-1,MARIKINA,Asia/Manila,14.64576,121.09689
LFL/TMS/PHL.GSK1200044058,GSK1200044058,Puregold Price Club Nangka,MARIKINA,NCR,PH-RIZ,1800,PHL,LFRIZ01,PH-RIZ-1,MARIKINA,Asia/Manila,14.6694,121.10836
LFL/TMS/PHL.GSK1200044139,GSK1200044139,PUREGOLD PRICE CLUB MARIKINA PARCO,MARIKINA,NCR,PH-RIZ,1800,PHL,LFRIZ01,PH-RIZ-1,MARIKINA,Asia/Manila,14.64595,121.11269
LFL/TMS/PHL.GSK1200060732,GSK1200060732,Puregold Lilac,MARIKINA,NCR,PH-RIZ,1800,PHL,LFRIZ01,PH-RIZ-1,MARIKINA,Asia/Manila,14.64112,121.12194
LFL/TMS/PHL.GSK1200061719,GSK1200061719,PUREGOLD CONCEPCION PARCO,MARIKINA,NCR,PH-RIZ,1800,PHL,LFRIZ01,PH-RIZ-1,MARIKINA,Asia/Manila,14.65038,121.10543
LFL/TMS/PHL.GSK1200044186,GSK1200044186,SNACK EXCHANGE MNDURRIAOSTARMRIKINA,MARIKINA,NCR,PH-RIZ,1800,PHL,LFRIZ01,PH-RIZ-1,MARIKINA,Asia/Manila,14.62632,121.08415
LFL/TMS/PHL.GSK1200044847,GSK1200044847,PUREGOLD PRICE CLUB INC JR MARILAO,MARILAO,BULACAN,PH-BUL,3019,PHL,LFREG03,PH-BUL,MARILAO,Asia/Manila,14.79157,121.01114
LFL/TMS/PHL.GSK1200060049,GSK1200060049,Wellcome Tumana,MARIKINA,NCR,PH-RIZ,1800,PHL,LFRIZ01,PH-RIZ-1,MARIKINA,Asia/Manila,14.65031,121.11669
LFL/TMS/PHL.GSK1200059912,GSK1200059912,PUREGOLD MASANTOL PAMPANGA,MASANTOL,PAMPANGA,PH-PAM,2017,PHL,LFREG03,PH-PAM,MASANTOL,Asia/Manila,14.89136,120.70465
LFL/TMS/PHL.GSK1100290520,GSK1100290520,SNACK EXCHANGE MDISON SHPPING MAIN,MEXICO,PAMPANGA,PH-PAM,2021,PHL,LFREG03,PH-PAM,MEXICO,Asia/Manila,15.05164,120.70027
LFL/TMS/PHL.GSK1200044165,GSK1200044165,SNACK EXCHANGE MADISONSHOPPINGPLAZA,MEXICO,PAMPANGA,PH-PAM,2021,PHL,LFREG03,PH-PAM,MEXICO,Asia/Manila,15.05164,120.70027
LFL/TMS/PHL.GSK1200043614,GSK1200043614,Super Shopping Market Muntinlupa,MUNTINLUPA,NCR,PH-00,1770,PHL,LFNCR01,PH-00-1,MUNTINLUPA,Asia/Manila,14.37782,121.04409
LFL/TMS/PHL.GSK1200044040,GSK1200044040,PUREGOLD PRICE CLUB SAN PABLO,SAN PABLO CITY,LAGUNA,PH-LAG,4000,PHL,LFREG4A,PH-LAG,SAN PABLO CITY,Asia/Manila,14.07277,121.31614
LFL/TMS/PHL.GSK1200043718,GSK1200043718,PUREGOLD PRICE CLUB SAN PEDRO,SAN PEDRO CITY,LAGUNA,PH-LAG,4023,PHL,LFREG4A,PH-LAG,SAN PEDRO,Asia/Manila,14.36818,121.04981
LFL/TMS/PHL.GSK1200044175,GSK1200044175,SNACK EXCHANGE MINSTREAM BUSSNPABLO,SAN PABLO CITY,LAGUNA,PH-LAG,4000,PHL,LFREG4A,PH-LAG,SAN PABLO CITY,Asia/Manila,14.07095,121.30215
LFL/TMS/PHL.GSK1200043921,GSK1200043921,SANPEDRO SUPERCENTERCOMMERCIAL CORP,SAN PEDRO CITY,LAGUNA,PH-LAG,4023,PHL,LFREG4A,PH-LAG,SAN PEDRO CITY,Asia/Manila,14.34834,121.06603
LFL/TMS/PHL.GSK1200043976,GSK1200043976,PUREGOLD PRICE CLUB PACITA COMPLEX,SAN PEDRO CITY,LAGUNA,PH-LAG,4023,PHL,LFREG4A,PH-LAG,SAN PEDRO,Asia/Manila,14.36818,121.04981
LFL/TMS/PHL.GSK1200044258,GSK1200044258,SANFORD MKTG CORP SAN PEDRO LAGUNA,SAN PEDRO CITY,LAGUNA,PH-LAG,4023,PHL,LFREG4A,PH-LAG,SAN PEDRO,Asia/Manila,14.36128,121.05644
LFL/TMS/PHL.GSK1200060639,GSK1200060639,WELLCOME HARMONY,SAN PEDRO CITY,LAGUNA,PH-LAG,4023,PHL,LFREG4A,PH-LAG,SAN PEDRO,Asia/Manila,14.34206,121.04363
LFL/TMS/PHL.GSK1200044015,GSK1200044015,Waltermart Supermarket Inc Sta Cruz,SANTA CRUZ,LAGUNA,PH-LAG,4009,PHL,LFREG4A,PH-LAG,SANTA CRUZ,Asia/Manila,14.25639,121.39186
LFL/TMS/PHL.GSK1200060048,GSK1200060048,SANFORD POBLACION,SANTA ANA,PAMPANGA,PH-PAM,2022,PHL,LFREG03,PH-PAM,SANTA ANA,Asia/Manila,15.10693,120.76663
LFL/TMS/PHL.GSK1200044256,GSK1200044256,Sanford Mktg Corp Sta Cruz Laguna,SANTA CRUZ,LAGUNA,PH-LAG,4009,PHL,LFREG4A,PH-LAG,SANTA CRUZ,Asia/Manila,14.26573,121.42808
LFL/TMS/PHL.GSK1200044151,GSK1200044151,Sanford Mktg Corp Sta Maria Ilocos,SANTA MARIA,ILOCOS SUR,PH-ILS,2705,PHL,LFREG01,PH-ILS,SANTA MARIA,Asia/Manila,17.37318,120.48188
LFL/TMS/PHL.GSK1200043667,GSK1200043667,SUPERVALUE INC STA ROSA,SANTA ROSA CITY,LAGUNA,PH-LAG,4026,PHL,LFREG4A,PH-LAG,SANTA ROSA CITY,Asia/Manila,14.31298,121.09838
LFL/TMS/PHL.GSK1200043845,GSK1200043845,RUSTANS SUPERCNTRSTA  ROSA,SANTA ROSA CITY,LAGUNA,PH-LAG,4026,PHL,LFREG4A,PH-LAG,SANTA ROSA CITY,Asia/Manila,14.25709,121.05666
LFL/TMS/PHL.GSK1200043872,GSK1200043872,WALTERMART VENTURES INC  STA ROSA,SANTA ROSA CITY,LAGUNA,PH-LAG,4026,PHL,LFREG4A,PH-LAG,SANTA ROSA CITY,Asia/Manila,14.54899,121.08552
LFL/TMS/PHL.GSK1200043954,GSK1200043954,PUREGOLD PRICE CLUB STA ROSA,SANTA ROSA CITY,LAGUNA,PH-LAG,4026,PHL,LFREG4A,PH-LAG,SANTA ROSA CITY,Asia/Manila,14.29332,121.10488
LFL/TMS/PHL.GSK1200044013,GSK1200044013,Waltermart Supermarket Inc Sta Rosa,SANTA ROSA CITY,LAGUNA,PH-LAG,4026,PHL,LFREG4A,PH-LAG,SANTA ROSA CITY,Asia/Manila,14.28796,121.09442
LFL/TMS/PHL.GSK1200044080,GSK1200044080,SANFORD MKTG CORP GARDEN STA ROSA,SANTA ROSA CITY,LAGUNA,PH-LAG,4026,PHL,LFREG4A,PH-LAG,SANTA ROSA CITY,Asia/Manila,14.31491,121.11209
LFL/TMS/PHL.GSK1200044126,GSK1200044126,PUREGOLD PRICE CLUB STA ROSAII,SANTA ROSA CITY,LAGUNA,PH-LAG,4026,PHL,LFREG4A,PH-LAG,SANTA ROSA CITY,Asia/Manila,14.29332,121.10488
LFL/TMS/PHL.GSK1200043742,GSK1200043742,KAREILA MANAGEMENT CORP ALABANG,MUNTINLUPA,NCR,PH-00,1770,PHL,LFNCR01,PH-00-1,MUNTINLUPA,Asia/Manila,14.42327,121.03347
LFL/TMS/PHL.GSK1200043637,GSK1200043637,Sanford Mktg Corp Festival Mall,MUNTINLUPA,NCR,PH-00,1770,PHL,LFNCR01,PH-00-1,MUNTINLUPA,Asia/Manila,14.41818,121.04098
LFL/TMS/PHL.GSK1200043829,GSK1200043829,RustansSupercntr Inc Shopwise Albng,MUNTINLUPA,NCR,PH-00,1770,PHL,LFNCR01,PH-00-1,MUNTINLUPA,Asia/Manila,14.41709,121.04098
LFL/TMS/PHL.GSK1200043846,GSK1200043846,Rustans SupercntrAyala Alabang,MUNTINLUPA,NCR,PH-00,1770,PHL,LFNCR01,PH-00-1,MUNTINLUPA,Asia/Manila,14.42375,121.02981
LFL/TMS/PHL.GSK1200043900,GSK1200043900,Puregold Price Club Alabang,MUNTINLUPA,NCR,PH-00,1770,PHL,LFNCR01,PH-00-1,MUNTINLUPA,Asia/Manila,14.42519,121.02743
LFL/TMS/PHL.GSK1200043906,GSK1200043906,Sanford Mktg Corp Elizabeth Center,MUNTINLUPA,NCR,PH-00,1770,PHL,LFNCR01,PH-00-1,MUNTINLUPA,Asia/Manila,14.39645,121.04542
LFL/TMS/PHL.GSK1200044039,GSK1200044039,PuregoldPriceClub Pututan Muntnlupa,MUNTINLUPA,NCR,PH-00,1770,PHL,LFNCR01,PH-00-1,MUNTINLUPA,Asia/Manila,14.39756,121.04471
LFL/TMS/PHL.GSK1200044026,GSK1200044026,SuperShppingMrket Sucat E Srvice Rd,MUNTINLUPA,NCR,PH-00,1770,PHL,LFNCR01,PH-00-1,MUNTINLUPA,Asia/Manila,14.45062,121.04615
LFL/TMS/PHL.GSK1200043968,GSK1200043968,PuregoldPriceClub Presidio Muntnlpa,MUNTINLUPA,NCR,PH-00,1770,PHL,LFNCR01,PH-00-1,MUNTINLUPA,Asia/Manila,14.4664,121.05505
LFL/TMS/PHL.GSK1200061808,GSK1200061808,Rose Pharmacy Inc Filinvest,MUNTINLUPA,NCR,PH-00,1770,PHL,LFNCR01,PH-00-1,MUNTINLUPA,Asia/Manila,14.41692,121.04105
LFL/TMS/PHL.GSK1200044048,GSK1200044048,RustanSupercntr Shopwise AlbngHills,MUNTINLUPA,NCR,PH-00,1770,PHL,LFNCR01,PH-00-1,MUNTINLUPA,Asia/Manila,14.43398,121.03263
LFL/TMS/PHL.GSK1200046157,GSK1200046157,Wellcome Starmall Alabang,MUNTINLUPA,NCR,PH-00,1770,PHL,LFNCR01,PH-00-1,MUNTINLUPA,Asia/Manila,14.41251,121.05219
LFL/TMS/PHL.GSK1200043683,GSK1200043683,Supervalue Inc Naga,NAGA CITY,CAMARINES SUR,PH-CAS,4400,PHL,LFREG05,PH-CAS,NAGA CITY,Asia/Manila,13.62171,123.1901
LFL/TMS/PHL.GSK1200043990,GSK1200043990,Puregold Price Club Naga,NAGA CITY,CAMARINES SUR,PH-CAS,4400,PHL,LFREG05,PH-CAS,NAGA CITY,Asia/Manila,13.62327,123.18441
LFL/TMS/PHL.GSK1200044099,GSK1200044099,Puregold Price Club Naga,NAGA CITY,CAMARINES SUR,PH-CAS,4400,PHL,LFREG05,PH-CAS,NAGA CITY,Asia/Manila,13.62327,123.18441
LFL/TMS/PHL.GSK1200044198,GSK1200044198,SNACK EXCHANGE MAINSTREAM BUS NAGA,NAGA CITY,CAMARINES SUR,PH-CAS,4400,PHL,LFREG05,PH-CAS,NAGA CITY,Asia/Manila,13.62171,123.1901
LFL/TMS/PHL.GSK1100290503,GSK1100290503,ROYAL DUTY FREE SHOPS INC,OLONGAPO,ZAMBALES,PH-ZMB,2200,PHL,LFREG03,PH-ZMB,OLONGAPO,Asia/Manila,14.82291,120.30132
LFL/TMS/PHL.GSK1200044190,GSK1200044190,RUSTAN SUPERCENTR SHOPWISE STA ROSA,SANTA ROSA CITY,LAGUNA,PH-LAG,4026,PHL,LFREG4A,PH-LAG,SANTA ROSA CITY,Asia/Manila,14.25034,121.06494
LFL/TMS/PHL.GSK1100290494,GSK1100290494,PUREGOLD DUTY FREE SUBIC INC,OLONGAPO,ZAMBALES,PH-ZMB,2200,PHL,LFREG03,PH-ZMB,OLONGAPO,Asia/Manila,14.8222,120.29832
LFL/TMS/PHL.GSK1200049037,GSK1200049037,Waltermart Sta Rosa,SANTA ROSA CITY,LAGUNA,PH-LAG,4026,PHL,LFREG4A,PH-LAG,SANTA ROSA CITY,Asia/Manila,14.26782,121.07786
LFL/TMS/PHL.GSK1200044194,GSK1200044194,SNACK EXCHANGE MTROMLASHOPING MECCA,SANTA ROSA CITY,LAGUNA,PH-LAG,4026,PHL,LFREG4A,PH-LAG,SANTA ROSA CITY,Asia/Manila,14.31298,121.09838
LFL/TMS/PHL.GSK1200044093,GSK1200044093,SANFORD MKTG CORP SANTIAGO ISABELA,SANTIAGO CITY,ISABELA,PH-ISA,3311,PHL,LFREG02,PH-ISA,SANTIAGO CITY,Asia/Manila,16.68978,121.54722
LFL/TMS/PHL.GSK1200044853,GSK1200044853,SANFORD MARKETING CORP SANTIAGO 2,SANTIAGO CITY,ISABELA,PH-ISA,3311,PHL,LFREG02,PH-ISA,SANTIAGO CITY,Asia/Manila,16.68846,121.54606
LFL/TMS/PHL.GSK1200048793,GSK1200048793,PUREGOLD VICTORYNORTE SANTIAGO 00858,SANTIAGO CITY,ISABELA,PH-ISA,3311,PHL,LFREG02,PH-ISA,SANTIAGO CITY,Asia/Manila,16.68518,121.5475
LFL/TMS/PHL.GSK1200044284,GSK1200044284,PUREGOLD STO. TOMAS PAMPANGA,SANTO TOMAS,PAMPANGA,PH-PAM,2020,PHL,LFREG03,PH-PAM,SANTO TOMAS,Asia/Manila,15.0116,120.70798
LFL/TMS/PHL.GSK1200043636,GSK1200043636,SANFORD MARKETING CORP SOLANO,SOLANO,NUEVA VIZCAYA,PH-NUV,3709,PHL,LFREG02,PH-NUV,SOLANO,Asia/Manila,16.51479,121.18183
LFL/TMS/PHL.GSK1200044276,GSK1200044276,SANFORD MARKETING CORP SOLANO,SOLANO,NUEVA VIZCAYA,PH-NUV,3709,PHL,LFREG02,PH-NUV,SOLANO,Asia/Manila,16.51514,121.1815
LFL/TMS/PHL.GSK1200044070,GSK1200044070,PUREGOLD SUBIC,OLONGAPO,ZAMBALES,PH-ZMB,2200,PHL,LFREG03,PH-ZMB,OLONGAPO,Asia/Manila,14.87902,120.23433
LFL/TMS/PHL.GSK1200044204,GSK1200044204,PUREGOLD PRICE CLUB SUBIC BARACA,OLONGAPO,ZAMBALES,PH-ZMB,2200,PHL,LFREG03,PH-ZMB,OLONGAPO,Asia/Manila,14.87902,120.23433
LFL/TMS/PHL.GSK1200047986,GSK1200047986,SANFORD SUBIC,OLONGAPO,ZAMBALES,PH-ZMB,2200,PHL,LFREG03,PH-ZMB,OLONGAPO,Asia/Manila,14.87774,120.26019
LFL/TMS/PHL.GSK1200043652,GSK1200043652,SANFORD MARKETING CORP TAGAYTAY,TAGAYTAY CITY,CAVITE,PH-CAV,4120,PHL,LFREG4A,PH-CAV,TAGAYTAY CITY,Asia/Manila,14.09743,120.91849
LFL/TMS/PHL.GSK1200043694,GSK1200043694,PUREGOLD PRICE CLUB TAGAYTAY,TAGAYTAY CITY,CAVITE,PH-CAV,4120,PHL,LFREG4A,PH-CAV,TAGAYTAY CITY,Asia/Manila,14.11701,120.96217
LFL/TMS/PHL.GSK1200044262,GSK1200044262,PUREGOLD JR CROSSTOWN,TAGAYTAY CITY,CAVITE,PH-CAV,4120,PHL,LFREG4A,PH-CAV,TAGAYTAY CITY,Asia/Manila,14.21872,121.03586
LFL/TMS/PHL.GSK1200043625,GSK1200043625,WATSONS PERSONAL CARE TANYAG W,BINAN CITY,LAGUNA,PH-LAG,4024,PHL,LFREG4A,PH-LAG,BINAN CITY,Asia/Manila,14.28977,121.08434
LFL/TMS/PHL.GSK1200043740,GSK1200043740,KAREILA MANAGEMENT CORP FORT,TAGUIG,NCR,PH-00,1630,PHL,LFNCR01,PH-00-2,TAGUIG,Asia/Manila,14.55504,121.04965
LFL/TMS/PHL.GSK1200043748,GSK1200043748,ROBINSONS DEP STORE   NEPO MALL,TAGUIG,NCR,PH-00,1630,PHL,LFNCR01,PH-00-2,TAGUIG,Asia/Manila,14.47613,121.05277
LFL/TMS/PHL.GSK1200044120,GSK1200044120,ROYAL DUTY FREE SHOPS HARBOURSQUARE,OLONGAPO,ZAMBALES,PH-ZMB,2200,PHL,LFREG03,PH-ZMB,OLONGAPO,Asia/Manila,14.82266,120.30111
LFL/TMS/PHL.GSK1200044263,GSK1200044263,PUREGOLD JR ORANI BATAAN JR,ORANI,BATAAN,PH-BAN,2112,PHL,LFREG03,PH-BAN,ORANI,Asia/Manila,14.80143,120.5349
LFL/TMS/PHL.GSK1100290473,GSK1100290473,TGP PHARMA INC,PARANAQUE,NCR,PH-00,1700,PHL,LFNCR01,PH-00-1,PARANAQUE,Asia/Manila,14.49807,121.0357
LFL/TMS/PHL.GSK1200044224,GSK1200044224,Puregold Price Club Pagsanjan,PAGSANJAN,LAGUNA,PH-LAG,4008,PHL,LFREG4A,PH-LAG,PAGSANJAN,Asia/Manila,14.26472,121.43954
LFL/TMS/PHL.GSK1200043604,GSK1200043604,SUPER SHOPPING MARKET BICUTAN,PARANAQUE,NCR,PH-00,1700,PHL,LFNCR01,PH-00-1,PARANAQUE,Asia/Manila,14.48596,121.04275
LFL/TMS/PHL.GSK1200043610,GSK1200043610,SUPER SHOPPING MARKET SUCAT,PARANAQUE,NCR,PH-00,1700,PHL,LFNCR01,PH-00-1,PARANAQUE,Asia/Manila,14.46899,121.01056
LFL/TMS/PHL.GSK1200043660,GSK1200043660,SANFORD MARKETING CORP  BF DAMPA,PARANAQUE,NCR,PH-00,1700,PHL,LFNCR01,PH-00-1,PARANAQUE,Asia/Manila,14.45798,121.03214
LFL/TMS/PHL.GSK1200043661,GSK1200043661,Supervalue Inc Warehouse Gma,PARANAQUE,NCR,PH-00,1700,PHL,LFNCR01,PH-00-1,PARANAQUE,Asia/Manila,14.49265,120.99936
LFL/TMS/PHL.GSK1200043697,GSK1200043697,Puregold Price Club BF Homes,PARANAQUE,NCR,PH-00,1700,PHL,LFNCR01,PH-00-1,PARANAQUE,Asia/Manila,14.44486,121.03043
LFL/TMS/PHL.GSK1200043731,GSK1200043731,Puregold Price Club Inc Sucat New,PARANAQUE,NCR,PH-00,1700,PHL,LFNCR01,PH-00-1,PARANAQUE,Asia/Manila,14.46608,121.01598
LFL/TMS/PHL.GSK1200043743,GSK1200043743,KAREILA MANAGEMENT CORP ASEANA,PARANAQUE,NCR,PH-00,1700,PHL,LFNCR01,PH-00-1,PARANAQUE,Asia/Manila,14.53018,120.99124
LFL/TMS/PHL.GSK1200043833,GSK1200043833,Rustans SupercntrInc Shopwise Sucat,PARANAQUE,NCR,PH-00,1700,PHL,LFNCR01,PH-00-1,PARANAQUE,Asia/Manila,14.48298,120.99746
LFL/TMS/PHL.GSK1200043893,GSK1200043893,SUPER SHOPPING MARKET DC ASINAN WHS,PARANAQUE,NCR,PH-00,1700,PHL,LFNCR01,PH-00-1,PARANAQUE,Asia/Manila,14.49265,120.99936
LFL/TMS/PHL.GSK1200043910,GSK1200043910,Puregold Price Club San Dionisio,PARANAQUE,NCR,PH-00,1700,PHL,LFNCR01,PH-00-1,PARANAQUE,Asia/Manila,14.47591,121.00084
LFL/TMS/PHL.GSK1200043934,GSK1200043934,Puregold Price Club Better Living,PARANAQUE,NCR,PH-00,1700,PHL,LFNCR01,PH-00-1,PARANAQUE,Asia/Manila,14.36818,121.04981
LFL/TMS/PHL.GSK1200043955,GSK1200043955,Sanford Marketing Corp DC NCR,PARANAQUE,NCR,PH-00,1700,PHL,LFNCR01,PH-00-1,PARANAQUE,Asia/Manila,14.49259,120.99932
LFL/TMS/PHL.GSK1200043984,GSK1200043984,Puregold Avelino BF,PARANAQUE,NCR,PH-00,1700,PHL,LFNCR01,PH-00-1,PARANAQUE,Asia/Manila,14.447,121.02872
LFL/TMS/PHL.GSK1200043994,GSK1200043994,WALTERMART VENTURES SUCAT,PARANAQUE,NCR,PH-00,1700,PHL,LFNCR01,PH-00-1,PARANAQUE,Asia/Manila,14.47603,121.0523
LFL/TMS/PHL.GSK1200043995,GSK1200043995,SUPER SHOPPING MARKET SUCAT LOPEZ,PARANAQUE,NCR,PH-00,1700,PHL,LFNCR01,PH-00-1,PARANAQUE,Asia/Manila,14.46886,121.01092
LFL/TMS/PHL.GSK1200043749,GSK1200043749,ROBINSONS DEP STORE   PAMPANGA,TAGUIG,NCR,PH-00,1630,PHL,LFNCR01,PH-00-2,TAGUIG,Asia/Manila,14.47613,121.05277
LFL/TMS/PHL.GSK1200043750,GSK1200043750,ROBINSONS DEP STORE   DAGUPAN,TAGUIG,NCR,PH-00,1630,PHL,LFNCR01,PH-00-2,TAGUIG,Asia/Manila,14.47613,121.05277
LFL/TMS/PHL.GSK1200043751,GSK1200043751,ROBINSONS DEP STORE   CALOOCAN,TAGUIG,NCR,PH-00,1630,PHL,LFNCR01,PH-00-2,TAGUIG,Asia/Manila,14.47613,121.05277
LFL/TMS/PHL.GSK1200043752,GSK1200043752,ROBINSONS DEP STORE   CABANATUAN,TAGUIG,NCR,PH-00,1630,PHL,LFNCR01,PH-00-2,TAGUIG,Asia/Manila,14.47613,121.05277
LFL/TMS/PHL.GSK1200043754,GSK1200043754,ROBINSONS DEP STORE   PIONEER,TAGUIG,NCR,PH-00,1630,PHL,LFNCR01,PH-00-2,TAGUIG,Asia/Manila,14.47613,121.05277
LFL/TMS/PHL.GSK1200043753,GSK1200043753,ROBINSONS DEP STORE   GALLERIA,TAGUIG,NCR,PH-00,1630,PHL,LFNCR01,PH-00-2,TAGUIG,Asia/Manila,14.54899,121.08552
LFL/TMS/PHL.GSK1200043755,GSK1200043755,ROBINSONS DEP STORE   FESTIVAL,TAGUIG,NCR,PH-00,1630,PHL,LFNCR01,PH-00-2,TAGUIG,Asia/Manila,14.54899,121.08552
LFL/TMS/PHL.GSK1200043756,GSK1200043756,ROBINSONS DEP STORE   METROPOLIS,TAGUIG,NCR,PH-00,1630,PHL,LFNCR01,PH-00-2,TAGUIG,Asia/Manila,14.54899,121.08552
LFL/TMS/PHL.GSK1200043757,GSK1200043757,ROBINSONS DEP STORE   ERMITA,TAGUIG,NCR,PH-00,1630,PHL,LFNCR01,PH-00-2,TAGUIG,Asia/Manila,14.47613,121.05277
LFL/TMS/PHL.GSK1200043758,GSK1200043758,ROBINSONS DEP STORE   METRO EAST,TAGUIG,NCR,PH-00,1630,PHL,LFNCR01,PH-00-2,TAGUIG,Asia/Manila,14.47123,121.04008
LFL/TMS/PHL.GSK1200043759,GSK1200043759,ROBINSONS DEP STORE   TUTUBAN,TAGUIG,NCR,PH-00,1630,PHL,LFNCR01,PH-00-2,TAGUIG,Asia/Manila,14.47613,121.05277
LFL/TMS/PHL.GSK1200043760,GSK1200043760,ROBINSONS DEP STORE   MALABON,TAGUIG,NCR,PH-00,1630,PHL,LFNCR01,PH-00-2,TAGUIG,Asia/Manila,14.47613,121.05277
LFL/TMS/PHL.GSK1200043761,GSK1200043761,ROBINSONS DEP STORE   LIPA,TAGUIG,NCR,PH-00,1630,PHL,LFNCR01,PH-00-2,TAGUIG,Asia/Manila,14.47613,121.05277
LFL/TMS/PHL.GSK1200043762,GSK1200043762,ROBINSONS DEP STORE  IMUS,TAGUIG,NCR,PH-00,1630,PHL,LFNCR01,PH-00-2,TAGUIG,Asia/Manila,14.47613,121.05277
LFL/TMS/PHL.GSK1200043763,GSK1200043763,ROBINSONS DEP STORE   LOS BA?OS,TAGUIG,NCR,PH-00,1630,PHL,LFNCR01,PH-00-2,TAGUIG,Asia/Manila,14.47613,121.05277
LFL/TMS/PHL.GSK1200043764,GSK1200043764,ROBINSONS DEP STORE   DASMARINAS,TAGUIG,NCR,PH-00,1630,PHL,LFNCR01,PH-00-2,TAGUIG,Asia/Manila,14.47613,121.05277
LFL/TMS/PHL.GSK1200043765,GSK1200043765,ROBINSONS DEP STORE   CEBU,TAGUIG,NCR,PH-00,1630,PHL,LFNCR01,PH-00-2,TAGUIG,Asia/Manila,14.47613,121.05277
LFL/TMS/PHL.GSK1200043766,GSK1200043766,ROBINSONS DEP STORE   BACOLOD,TAGUIG,NCR,PH-00,1630,PHL,LFNCR01,PH-00-2,TAGUIG,Asia/Manila,14.47613,121.05277
LFL/TMS/PHL.GSK1200043767,GSK1200043767,ROBINSONS DEP STORE   ILOILO,TAGUIG,NCR,PH-00,1630,PHL,LFNCR01,PH-00-2,TAGUIG,Asia/Manila,14.47613,121.05277
LFL/TMS/PHL.GSK1200044001,GSK1200044001,PUREGOLD PRICE CLUB AVELINO,PARANAQUE,NCR,PH-00,1700,PHL,LFNCR01,PH-00-1,PARANAQUE,Asia/Manila,14.44703,121.02911
LFL/TMS/PHL.GSK1200044018,GSK1200044018,Waltermart Supermarket Inc Sucat,PARANAQUE,NCR,PH-00,1700,PHL,LFNCR01,PH-00-1,PARANAQUE,Asia/Manila,14.47183,121.00762
LFL/TMS/PHL.GSK1200044027,GSK1200044027,Sanford marketing Corp SMC Baclaran,PARANAQUE,NCR,PH-00,1700,PHL,LFNCR01,PH-00-1,PARANAQUE,Asia/Manila,14.53225,120.99486
LFL/TMS/PHL.GSK1200044116,GSK1200044116,Puregold Price Club Baclaran,PARANAQUE,NCR,PH-00,1700,PHL,LFNCR01,PH-00-1,PARANAQUE,Asia/Manila,14.54754,120.99887
LFL/TMS/PHL.GSK1200044218,GSK1200044218,Supervalue Inc BF Paranaque,PARANAQUE,NCR,PH-00,1700,PHL,LFNCR01,PH-00-1,PARANAQUE,Asia/Manila,14.45812,121.03218
LFL/TMS/PHL.GSK1200044122,GSK1200044122,Waltermart Supermarket Inc Bicutan,PARANAQUE,NCR,PH-00,1700,PHL,LFNCR01,PH-00-1,PARANAQUE,Asia/Manila,14.4813,121.04574
LFL/TMS/PHL.GSK1200044187,GSK1200044187,SNACK EXCHANGE MNDURRIAOSTR BICUTAN,PARANAQUE,NCR,PH-00,1700,PHL,LFNCR01,PH-00-1,PARANAQUE,Asia/Manila,14.48596,121.04275
LFL/TMS/PHL.GSK1200044195,GSK1200044195,SNACK EXCHANGE MARKET STRTGIC SUCAT,PARANAQUE,NCR,PH-00,1700,PHL,LFNCR01,PH-00-1,PARANAQUE,Asia/Manila,14.46899,121.01056
LFL/TMS/PHL.GSK1200043608,GSK1200043608,Super Shopping Market Mall Of Asia,PASAY,NCR,PH-00,1300,PHL,LFNCR01,PH-00-2,PASAY,Asia/Manila,14.53713,120.98197
LFL/TMS/PHL.GSK1200043641,GSK1200043641,Sanford Mktg Corp Savers Square,PASAY,NCR,PH-00,1300,PHL,LFNCR01,PH-00-2,PASAY,Asia/Manila,14.53787,120.99987
LFL/TMS/PHL.GSK1200043849,GSK1200043849,Rustans Supercntr Metro Point Taft,PASAY,NCR,PH-00,1300,PHL,LFNCR01,PH-00-2,PASAY,Asia/Manila,14.54562,121.00059
